iter,clap,score,lead_cutoff_hz,lead_gain,pad_cutoff_slider,pad_gain,hihat_gain,bass_cutoff_g1,reverb_room,reverb_wet,sidechain_depth,gain_kick,gain_bass,gain_pluck,kick_decay_s,kick_pitch_floor,hihat_decay_s
675,0.62588,0.62588,9639.89328,0.30038,0.88601,4.47082,2.86558,0.74784,0.5872,0.41418,0.30036,0.74691,0.26852,0.03974,0.42727,61.74507,0.00508
676,0.62072,0.62072,8550.09407,0.27772,0.89958,4.47285,2.43025,0.69936,0.61519,0.44844,0.3007,0.78603,0.2621,0.05761,0.4047,63.55303,0.00529
677,0.62144,0.62144,8876.55205,0.32376,0.88568,4.72564,2.80318,0.73329,0.56357,0.4176,0.31155,0.79798,0.24729,0.08233,0.41566,59.99017,0.00509
678,0.61879,0.61879,8252.86699,0.31288,0.86846,4.46172,2.87024,0.7172,0.6001,0.40099,0.30126,0.78367,0.24612,0.05197,0.43812,58.24437,0.00514
679,0.63556,0.63556,9014.54556,0.27301,0.87739,4.91172,2.86666,0.73605,0.5166,0.41243,0.30853,0.78941,0.2814,0.07945,0.38303,62.67905,0.00501
680,0.61701,0.61701,8660.86387,0.28064,0.89124,4.78969,2.74675,0.74865,0.52194,0.39112,0.30001,0.78754,0.27116,0.04601,0.36705,58.52426,0.00574
681,0.60805,0.60805,8781.40159,0.32002,0.86904,4.50607,2.8191,0.73855,0.5162,0.41774,0.3,0.79951,0.24016,0.07237,0.36848,58.09579,0.00516
682,0.62957,0.62957,9162.40044,0.30613,0.88813,4.54449,2.53565,0.74029,0.61307,0.44353,0.30488,0.7432,0.25967,0.06192,0.36817,57.11927,0.00501
683,0.62913,0.62913,9006.37247,0.25137,0.85072,4.51147,2.69153,0.69561,0.61303,0.44277,0.30698,0.79142,0.23324,0.0768,0.41547,61.58354,0.00677
684,0.61014,0.61014,9467.35043,0.26256,0.8732,4.7748,2.87883,0.74131,0.62642,0.4254,0.30318,0.79274,0.22805,0.07125,0.38373,60.32999,0.00519
685,0.61356,0.61356,9307.30724,0.34225,0.8838,4.38818,2.74725,0.74377,0.6342,0.44993,0.33597,0.77647,0.19242,0.06289,0.36104,55.71026,0.00646
686,0.60661,0.60661,9699.71549,0.30085,0.9,4.82119,2.94803,0.74994,0.54852,0.4175,0.30329,0.79985,0.24584,0.08146,0.4069,61.02887,0.0052
687,0.62137,0.62137,9094.15361,0.26073,0.88485,4.60014,2.78743,0.73474,0.59903,0.43027,0.31861,0.79852,0.24022,0.06404,0.35242,60.41068,0.00744
688,0.62613,0.62613,9336.57644,0.30714,0.8663,4.85977,2.92881,0.70485,0.56791,0.42698,0.30464,0.78988,0.23188,0.08024,0.38265,61.03402,0.005
689,0.61791,0.61791,9036.40589,0.31221,0.85671,4.39622,2.65079,0.69685,0.64276,0.44336,0.3004,0.78788,0.19743,0.06049,0.37115,57.00889,0.00641
690,0.61953,0.61953,10933.45085,0.30572,0.84944,4.52794,2.62687,0.73487,0.62634,0.44814,0.30264,0.76361,0.26439,0.09608,0.35635,60.63926,0.00527
691,0.60665,0.60665,9173.19392,0.23834,0.8614,4.60621,2.66397,0.63098,0.6028,0.44856,0.30472,0.78481,0.27019,0.10094,0.39849,61.22323,0.0051
692,0.63294,0.63294,7821.11042,0.27215,0.88693,4.54036,2.59656,0.74417,0.59539,0.43758,0.30045,0.77507,0.244,0.04841,0.39121,58.29256,0.00528
693,0.62118,0.62118,9243.61308,0.26532,0.85783,4.54623,2.63854,0.69955,0.64029,0.44961,0.30622,0.79444,0.21092,0.07663,0.42032,59.12889,0.00524
694,0.625,0.625,8684.70318,0.30612,0.87968,4.78642,2.59066,0.72592,0.56434,0.42587,0.32716,0.76666,0.22122,0.07505,0.38672,57.9395,0.00501
695,0.627,0.627,10243.71801,0.269,0.87359,4.50453,2.75024,0.74995,0.64356,0.44699,0.30716,0.79021,0.25645,0.07055,0.39234,58.01015,0.00506
696,0.59909,0.59909,9555.18523,0.28822,0.86518,4.49712,2.73855,0.71823,0.56538,0.43748,0.30216,0.79286,0.24951,0.06697,0.40542,61.30955,0.00534
697,0.63058,0.63058,8643.56205,0.2684,0.8897,4.45992,2.66595,0.72609,0.59879,0.43366,0.32122,0.7734,0.23702,0.06493,0.37845,60.50476,0.00501
698,0.63798,0.63798,8995.3248,0.29219,0.89311,4.94078,2.99958,0.74945,0.52847,0.41597,0.30013,0.77563,0.24054,0.07414,0.39268,56.14252,0.00542
699,0.62084,0.62084,9067.92439,0.32161,0.88936,4.4578,2.75699,0.74888,0.62545,0.43715,0.30407,0.72168,0.2333,0.03057,0.40287,58.09447,0.00625
700,0.62201,0.62201,8493.94564,0.27235,0.85479,4.54435,2.58138,0.74945,0.63409,0.44991,0.30013,0.78284,0.28408,0.04296,0.4137,58.82839,0.00518
701,0.62563,0.62563,9014.79563,0.27952,0.89386,4.57678,2.80325,0.74949,0.56124,0.4441,0.30053,0.7537,0.2002,0.07177,0.39886,59.54106,0.00518
702,0.62406,0.62406,9734.7675,0.26303,0.86917,4.55412,2.80966,0.71887,0.64273,0.45,0.30003,0.79905,0.27003,0.05496,0.35948,58.65431,0.00517
703,0.62568,0.62568,9702.17978,0.26536,0.84602,4.41859,2.65008,0.72101,0.66634,0.44956,0.32189,0.79998,0.26542,0.06334,0.40089,62.26574,0.00526
704,0.62727,0.62727,9063.39933,0.24848,0.86733,4.63335,2.72267,0.73944,0.60833,0.42664,0.30047,0.79738,0.23411,0.08369,0.39809,59.47427,0.00548
705,0.62027,0.62027,9062.51151,0.28399,0.88876,4.82739,2.96886,0.73087,0.5208,0.44139,0.3008,0.76669,0.23874,0.06319,0.40706,60.27986,0.00516
706,0.6235,0.6235,9402.90188,0.27109,0.88384,4.83342,2.99077,0.74409,0.54199,0.38851,0.30039,0.76615,0.23243,0.071,0.39751,54.77682,0.00503
707,0.62199,0.62199,8914.26483,0.24265,0.87931,4.91323,2.98862,0.71731,0.58137,0.40311,0.30323,0.79017,0.28334,0.07767,0.3713,59.53284,0.00544
708,0.63204,0.63204,8551.67137,0.28545,0.89852,4.60967,2.99014,0.73624,0.55247,0.42768,0.30302,0.77855,0.2491,0.07321,0.39693,57.97801,0.00507
709,0.62164,0.62164,8656.90858,0.27791,0.8937,4.4673,2.89872,0.73657,0.61339,0.44126,0.3108,0.79305,0.2066,0.06775,0.39871,56.97483,0.00505
710,0.62163,0.62163,9140.77527,0.25011,0.86767,4.95357,2.94892,0.74159,0.54019,0.39719,0.30485,0.76358,0.24701,0.08283,0.39098,57.48031,0.00501
711,0.61746,0.61746,9085.48321,0.30616,0.89468,4.88567,2.86397,0.74513,0.56667,0.44049,0.30001,0.77737,0.21797,0.08518,0.41376,55.94455,0.00513
712,0.62898,0.62898,8680.61429,0.24945,0.86565,4.92744,2.7295,0.71409,0.55682,0.43097,0.30853,0.78629,0.25582,0.0831,0.39161,59.41897,0.00543
713,0.62823,0.62823,9209.65941,0.24204,0.89636,4.65161,2.9387,0.72009,0.53464,0.41874,0.30168,0.78579,0.25789,0.08762,0.39042,58.27641,0.0053
714,0.6113,0.6113,8940.42603,0.24586,0.89229,4.63025,2.84254,0.70977,0.54399,0.42689,0.30108,0.79995,0.25067,0.08945,0.3731,60.86385,0.00584
715,0.61339,0.61339,8721.78191,0.27035,0.89513,4.77718,2.98936,0.74489,0.55149,0.42405,0.30135,0.74845,0.26289,0.07936,0.3731,58.13837,0.00503
716,0.61401,0.61401,8494.928,0.24398,0.88083,4.6285,2.99912,0.71087,0.57118,0.4239,0.30301,0.78486,0.27596,0.06584,0.40581,58.4962,0.00591
717,0.60469,0.60469,9473.90296,0.27692,0.89451,4.74201,2.77785,0.73573,0.53762,0.43542,0.31299,0.79621,0.24091,0.08831,0.38032,62.66698,0.00509
718,0.58957,0.58957,9016.59595,0.30458,0.88821,4.5498,2.99888,0.72574,0.517,0.41156,0.3058,0.7888,0.23227,0.06855,0.37856,58.52309,0.00683
719,0.61309,0.61309,7781.76612,0.25525,0.89626,4.90083,2.86556,0.73036,0.56147,0.4224,0.30567,0.78849,0.2647,0.07906,0.39446,60.04418,0.00513
720,0.61991,0.61991,8955.80455,0.25183,0.89942,4.76996,2.87007,0.70602,0.5406,0.43771,0.31287,0.8,0.2527,0.11484,0.40357,61.74367,0.00532
721,0.6135,0.6135,8697.15131,0.19775,0.89507,4.64572,2.85902,0.72037,0.61596,0.42788,0.31316,0.78072,0.27379,0.07516,0.41186,58.17588,0.00506
722,0.60593,0.60593,8696.78822,0.25119,0.89945,4.67678,2.99969,0.73036,0.5992,0.42953,0.30384,0.79792,0.26325,0.05729,0.38419,59.71189,0.00645
723,0.64066,0.64066,9449.00355,0.25586,0.88332,4.83591,2.99614,0.73261,0.54993,0.42681,0.30822,0.78248,0.27792,0.09235,0.38485,58.01517,0.00589
724,0.60608,0.60608,8380.72038,0.22825,0.88903,4.82469,2.8249,0.74959,0.55943,0.41917,0.30011,0.79213,0.24845,0.09772,0.37852,59.78775,0.00751
725,0.62285,0.62285,8996.32557,0.29924,0.9,4.64796,2.85476,0.74728,0.52871,0.41115,0.31091,0.74773,0.2558,0.07283,0.3918,56.39669,0.0053
726,0.6268,0.6268,9643.29011,0.25899,0.89781,4.858,2.98327,0.72839,0.52853,0.40877,0.30526,0.7743,0.25409,0.09832,0.40667,57.62892,0.005
727,0.63447,0.63447,9729.04561,0.24477,0.89893,4.54994,2.92689,0.74354,0.54353,0.38339,0.30374,0.7643,0.24841,0.07446,0.3933,57.31965,0.00626
728,0.61642,0.61642,8552.63394,0.23373,0.87173,4.6371,2.8773,0.73775,0.555,0.43052,0.30046,0.79446,0.25698,0.10506,0.41087,60.1039,0.00605
729,0.62554,0.62554,9877.62068,0.25787,0.88898,4.59003,2.96372,0.74459,0.5831,0.41843,0.3129,0.77706,0.29043,0.06416,0.39544,58.3928,0.00561
730,0.62591,0.62591,9825.3356,0.24704,0.8861,4.69432,2.9546,0.737,0.56303,0.41068,0.3008,0.76865,0.2551,0.09494,0.39675,59.28958,0.00568
731,0.60812,0.60812,9466.0228,0.27316,0.89028,4.57192,2.98031,0.74363,0.55787,0.40445,0.30244,0.77166,0.24452,0.08776,0.4167,57.65809,0.00532
732,0.63084,0.63084,9530.49649,0.25348,0.88807,4.73256,2.94936,0.72131,0.51884,0.3779,0.30587,0.78752,0.24543,0.10867,0.38279,56.4485,0.00559
733,0.63534,0.63534,9426.95218,0.24329,0.87913,4.72829,2.81861,0.73499,0.55318,0.4276,0.30138,0.75841,0.28976,0.072,0.37168,57.50905,0.00577
734,0.61157,0.61157,9090.25256,0.24054,0.88403,4.85787,2.96446,0.73186,0.51949,0.41677,0.30721,0.75,0.26725,0.09092,0.39433,57.94421,0.0071
735,0.6252,0.6252,9919.14259,0.24973,0.88944,4.86343,2.97435,0.73944,0.54203,0.43151,0.31528,0.78435,0.26973,0.10591,0.38772,56.99153,0.00553
736,0.61454,0.61454,10067.9479,0.23599,0.86429,4.69401,2.99996,0.7343,0.55625,0.43519,0.31802,0.79,0.28831,0.0947,0.40868,57.2477,0.00505
737,0.61982,0.61982,10097.33518,0.22541,0.8859,4.76565,2.89682,0.71367,0.54816,0.39453,0.30029,0.79309,0.27464,0.09506,0.35284,58.49648,0.00511
738,0.61828,0.61828,9256.67969,0.24974,0.87388,4.68671,2.98703,0.71849,0.55602,0.41249,0.30604,0.77217,0.25862,0.08333,0.37001,56.7484,0.00657
739,0.6079,0.6079,9934.83252,0.2612,0.86839,4.77427,2.95881,0.7124,0.53208,0.41095,0.30106,0.77465,0.26426,0.09632,0.38231,57.94244,0.00505
740,0.63079,0.63079,10434.62752,0.23929,0.8909,4.68346,2.97785,0.71197,0.5621,0.39407,0.30003,0.77107,0.27159,0.07942,0.37619,60.19963,0.00619
741,0.62237,0.62237,9765.5788,0.28059,0.88669,4.7381,2.97048,0.74197,0.55434,0.41091,0.30079,0.75329,0.31177,0.07678,0.37132,58.42112,0.00506
742,0.62354,0.62354,9802.6202,0.25574,0.8894,4.9174,2.99524,0.73544,0.47914,0.38442,0.31686,0.77571,0.28,0.07278,0.39862,56.41412,0.00508
743,0.6141,0.6141,10107.1784,0.25658,0.88528,4.73856,2.88374,0.74065,0.57655,0.41925,0.30696,0.76542,0.29867,0.08637,0.38828,58.53666,0.00583
744,0.62184,0.62184,8640.78731,0.23622,0.87871,4.4994,2.92565,0.72321,0.5558,0.41446,0.30008,0.73104,0.27445,0.08753,0.40806,57.59497,0.00523
745,0.61282,0.61282,9172.99155,0.23811,0.88768,4.89995,2.99937,0.73467,0.4964,0.36938,0.30745,0.74174,0.31224,0.06683,0.40073,59.99234,0.00527
746,0.61424,0.61424,10202.42092,0.238,0.89363,4.63075,2.95869,0.71965,0.56281,0.39794,0.31376,0.76719,0.27838,0.08936,0.37517,58.69938,0.00515
747,0.60771,0.60771,10962.99026,0.24659,0.89418,4.96976,2.99016,0.73172,0.51842,0.38546,0.32932,0.7803,0.29977,0.09285,0.35989,60.70226,0.00586
748,0.62002,0.62002,9897.56169,0.2301,0.86511,4.64393,2.97727,0.68896,0.57545,0.41962,0.30381,0.75269,0.27589,0.08352,0.39784,60.01282,0.00504
749,0.62016,0.62016,10111.80488,0.25355,0.89834,4.85056,2.99937,0.73273,0.5573,0.3803,0.31416,0.79253,0.29375,0.07457,0.40414,58.56527,0.00517
750,0.60031,0.60031,9900.46098,0.23256,0.89223,4.4824,2.96421,0.69748,0.55998,0.40138,0.30368,0.76906,0.27331,0.07369,0.3907,60.93449,0.00689
751,0.61891,0.61891,10615.56671,0.24228,0.89235,4.67681,2.9653,0.73022,0.56052,0.39876,0.30175,0.73738,0.28687,0.07145,0.35711,57.22118,0.00556
752,0.61655,0.61655,9576.45141,0.26152,0.89874,4.83457,2.98115,0.72934,0.51453,0.39144,0.30122,0.72461,0.27775,0.08172,0.39414,57.68124,0.0058
753,0.62584,0.62584,9970.26381,0.26732,0.89984,4.85286,2.99999,0.70647,0.55935,0.39747,0.3036,0.75161,0.31376,0.07056,0.3935,59.2916,0.00531
754,0.63908,0.63908,10480.81033,0.25828,0.89703,4.95319,2.99789,0.71601,0.56741,0.38517,0.30727,0.74794,0.28393,0.07777,0.39488,57.66188,0.00503
755,0.62468,0.62468,9694.89199,0.23084,0.89083,4.60876,2.96342,0.73082,0.58574,0.40435,0.30468,0.79879,0.28133,0.07252,0.37766,59.01773,0.00502
756,0.63258,0.63258,10553.358,0.22436,0.89983,4.74879,2.88077,0.71589,0.55667,0.4049,0.30037,0.7405,0.28779,0.05767,0.40123,58.16525,0.00504
757,0.61184,0.61184,10525.60037,0.2176,0.89447,4.89567,2.99986,0.71064,0.57266,0.38724,0.31966,0.78012,0.3,0.07556,0.39725,59.3511,0.005
758,0.63729,0.63729,9643.61966,0.26322,0.8858,4.95117,2.97672,0.68644,0.53924,0.38639,0.30073,0.72033,0.30054,0.07699,0.38545,56.2484,0.00508
759,0.61286,0.61286,9523.52277,0.25615,0.89913,4.81968,2.99933,0.7362,0.61778,0.40906,0.30669,0.77618,0.30839,0.08261,0.39849,57.58858,0.00539
760,0.62507,0.62507,10286.14205,0.22363,0.88909,4.85551,2.99941,0.70232,0.6059,0.38321,0.32724,0.77758,0.29791,0.07727,0.40012,56.867,0.00514
761,0.61429,0.61429,9070.64186,0.23948,0.89262,4.89022,2.99927,0.70514,0.53433,0.3774,0.30804,0.76484,0.31295,0.06246,0.41298,59.65901,0.00511
762,0.61448,0.61448,10387.83191,0.23143,0.89749,4.97865,2.95403,0.70994,0.55807,0.40056,0.30216,0.70425,0.32389,0.06587,0.40052,56.72481,0.00502
763,0.61798,0.61798,10351.11068,0.24992,0.89906,4.98243,2.99471,0.68105,0.57739,0.38659,0.30927,0.74514,0.29836,0.07325,0.39087,56.27167,0.00514
764,0.62382,0.62382,9950.5515,0.23047,0.89285,4.89344,2.99389,0.67756,0.57333,0.37795,0.30001,0.76395,0.27932,0.08208,0.38833,54.73497,0.00548
765,0.61554,0.61554,9410.19031,0.23355,0.89222,4.95133,2.98744,0.70371,0.55043,0.36175,0.30474,0.72596,0.29583,0.05431,0.40128,56.92377,0.00557
766,0.62469,0.62469,10227.55374,0.26569,0.89925,4.84037,2.99215,0.74162,0.58663,0.40913,0.31154,0.71203,0.31688,0.06974,0.39714,57.03596,0.00571
767,0.61366,0.61366,11134.65393,0.2697,0.89807,4.97529,2.86815,0.69383,0.54887,0.37397,0.30081,0.71512,0.28507,0.0882,0.41071,56.74577,0.00558
768,0.63735,0.63735,11090.48085,0.29923,0.89783,4.99998,2.9697,0.71674,0.55062,0.37779,0.32563,0.71711,0.30729,0.07397,0.36033,59.39219,0.00523
769,0.60121,0.60121,10688.11882,0.29454,0.89884,4.94258,2.99999,0.70852,0.5766,0.37805,0.3421,0.74033,0.29743,0.07278,0.3923,59.33637,0.00772
770,0.6106,0.6106,11279.94535,0.29004,0.88541,4.9587,2.99817,0.70872,0.59539,0.3905,0.31293,0.71579,0.27585,0.09574,0.38012,57.80238,0.00504
771,0.63162,0.63162,10656.25086,0.29428,0.87349,4.99955,2.96616,0.73061,0.56364,0.39132,0.30453,0.71476,0.32692,0.06567,0.37309,59.03791,0.00548
772,0.62677,0.62677,10854.13032,0.2749,0.89991,4.99846,2.98805,0.73925,0.59136,0.37203,0.33667,0.75399,0.32025,0.05217,0.38494,59.58782,0.00689
773,0.61485,0.61485,10720.15474,0.25571,0.89835,4.96484,2.81094,0.70058,0.57101,0.40409,0.30797,0.73394,0.33983,0.08062,0.35327,60.45957,0.00512
774,0.62485,0.62485,10172.21816,0.29794,0.89777,4.91209,2.96927,0.69234,0.56049,0.36903,0.30565,0.68863,0.31365,0.08751,0.35752,58.49306,0.00661
775,0.62134,0.62134,10096.4631,0.29756,0.89501,4.91726,2.99124,0.73005,0.58793,0.38462,0.30466,0.67939,0.29656,0.0763,0.40166,56.97566,0.00556
776,0.61748,0.61748,10903.3559,0.26426,0.88904,4.97441,2.99984,0.68006,0.55756,0.3898,0.30951,0.71887,0.27627,0.07144,0.37109,56.43403,0.00511
777,0.63668,0.63668,10613.30246,0.31237,0.89954,4.9967,2.99747,0.71643,0.58284,0.37354,0.32188,0.70736,0.30559,0.07367,0.39683,59.89858,0.00589
778,0.62007,0.62007,11141.72138,0.30628,0.89784,4.94814,2.99909,0.72124,0.57445,0.40644,0.30339,0.68266,0.29256,0.07032,0.38071,58.38843,0.00556
779,0.59172,0.59172,11047.74537,0.30813,0.87181,4.99442,2.99206,0.73499,0.54633,0.3271,0.31095,0.67409,0.30753,0.05817,0.3522,55.36972,0.00588
780,0.61838,0.61838,10261.12679,0.24193,0.89925,4.97414,2.98897,0.72348,0.5383,0.38017,0.31105,0.69372,0.34412,0.05922,0.37838,60.84411,0.00545
781,0.60895,0.60895,11256.29053,0.27448,0.88943,4.98624,2.89123,0.71437,0.55852,0.37617,0.30367,0.70845,0.31069,0.08101,0.34595,56.79407,0.00547
782,0.61373,0.61373,10866.47969,0.31329,0.89729,4.82228,2.99392,0.72222,0.63029,0.42529,0.31643,0.74603,0.28551,0.05341,0.3956,60.37454,0.00537
783,0.61496,0.61496,10579.58682,0.33002,0.88744,4.96747,2.83627,0.73398,0.54505,0.41516,0.31383,0.74739,0.3098,0.07798,0.35956,59.11238,0.00699
784,0.63793,0.63793,10365.59434,0.29146,0.87972,4.96833,2.98399,0.73044,0.54277,0.36965,0.3,0.70534,0.29934,0.04549,0.40422,57.96951,0.00553
785,0.63776,0.63776,10516.78896,0.28333,0.88786,4.95856,2.93189,0.72309,0.52819,0.38246,0.30048,0.70568,0.26474,0.08129,0.4123,57.93902,0.0051
786,0.60905,0.60905,10411.67016,0.29739,0.88287,4.88542,2.98522,0.74081,0.55919,0.3691,0.30098,0.69848,0.31997,0.03899,0.4199,61.5758,0.00552
787,0.61466,0.61466,11096.54527,0.30603,0.88303,4.99819,2.99739,0.74819,0.49526,0.36896,0.30001,0.69723,0.35458,0.07216,0.37959,57.98231,0.00527
788,0.62492,0.62492,10009.56817,0.28011,0.89702,4.98978,2.98595,0.71131,0.62924,0.39109,0.30422,0.70351,0.33237,0.05859,0.39509,59.45614,0.00523
789,0.59954,0.59954,9846.93606,0.31341,0.89706,4.99658,2.97217,0.69937,0.5567,0.3831,0.31782,0.64656,0.27544,0.06806,0.41349,58.20184,0.00724
790,0.61319,0.61319,11119.58135,0.33933,0.88864,4.97408,2.99075,0.73308,0.55278,0.4093,0.3265,0.6949,0.32057,0.08311,0.39181,60.64759,0.00613
791,0.63175,0.63175,10930.35362,0.26762,0.88668,4.99471,2.89595,0.68833,0.55737,0.35738,0.33875,0.72319,0.28975,0.05599,0.40209,56.86061,0.00533
792,0.62828,0.62828,10928.63541,0.33205,0.89456,4.97173,2.9751,0.73788,0.52698,0.36896,0.33602,0.68726,0.30471,0.05472,0.37673,59.77998,0.00713
793,0.6327,0.6327,10910.15184,0.28159,0.88662,4.98071,2.75595,0.73956,0.54213,0.35387,0.32708,0.72568,0.30624,0.06524,0.39081,58.10464,0.005
794,0.63704,0.63704,11567.78463,0.30767,0.89354,4.9867,2.93066,0.72358,0.54893,0.36151,0.30707,0.63025,0.33207,0.05514,0.38101,58.65988,0.00614
795,0.61398,0.61398,11721.10905,0.2562,0.885,4.99435,2.91476,0.7293,0.55965,0.36813,0.33026,0.71505,0.28721,0.04886,0.39029,57.73366,0.00561
796,0.6211,0.6211,11629.11422,0.30135,0.88768,4.9985,2.99789,0.70284,0.57467,0.38478,0.30195,0.67619,0.28015,0.07164,0.38808,58.48421,0.00524
797,0.61544,0.61544,10555.52225,0.28667,0.87502,4.98974,2.97128,0.7043,0.56184,0.3609,0.3138,0.77117,0.26338,0.06391,0.43261,60.69789,0.00522
798,0.62974,0.62974,9736.68668,0.25723,0.89636,4.95553,2.95994,0.68737,0.53455,0.36067,0.30004,0.69235,0.25814,0.07895,0.39689,55.31811,0.00514
799,0.61002,0.61002,10901.31254,0.29936,0.89932,4.95121,2.81368,0.70299,0.48901,0.34828,0.30728,0.70901,0.28077,0.06847,0.40477,56.91218,0.005
800,0.61578,0.61578,10928.71298,0.26607,0.87315,4.99086,2.99597,0.70886,0.54018,0.36739,0.31313,0.75642,0.29641,0.07693,0.41186,56.63556,0.00506
801,0.62365,0.62365,11311.01601,0.27246,0.89905,4.97104,2.9507,0.70235,0.53635,0.34485,0.303,0.70049,0.33326,0.0668,0.38269,58.24688,0.0057
802,0.60975,0.60975,11461.36142,0.30657,0.89998,4.98158,2.95895,0.7039,0.4902,0.35163,0.33096,0.66458,0.34964,0.03821,0.38692,57.65299,0.00676
803,0.60163,0.60163,9993.6462,0.27652,0.88543,4.94076,2.99943,0.73593,0.5364,0.35383,0.30725,0.66731,0.34439,0.03743,0.38962,57.70334,0.00599
804,0.59967,0.59967,10720.69565,0.27791,0.89796,4.90415,2.88471,0.70674,0.58668,0.33791,0.30904,0.62997,0.30213,0.07988,0.4203,58.5077,0.00512
805,0.62285,0.62285,11069.55503,0.30173,0.88965,4.99622,2.76289,0.72465,0.54723,0.36649,0.30712,0.69794,0.30443,0.05429,0.36874,57.72047,0.00531
806,0.61625,0.61625,11665.38331,0.28051,0.89851,4.92599,2.89283,0.73409,0.48349,0.32567,0.3138,0.6405,0.33217,0.07773,0.37829,57.90577,0.0057
807,0.61297,0.61297,11373.21546,0.28696,0.89942,4.9247,2.8051,0.7349,0.55505,0.36569,0.33013,0.63545,0.3179,0.07027,0.38195,57.31889,0.00666
808,0.61855,0.61855,11707.20316,0.34926,0.9,4.98679,2.86004,0.74734,0.48049,0.37092,0.31416,0.67982,0.29531,0.056,0.40213,60.1813,0.00501
809,0.62354,0.62354,10943.11469,0.25065,0.8879,4.95845,2.74561,0.74983,0.48992,0.36172,0.3002,0.71535,0.30203,0.07274,0.38161,56.80508,0.00507
810,0.61998,0.61998,11229.77291,0.29122,0.89599,4.97242,2.90673,0.72247,0.48986,0.34744,0.31736,0.69891,0.34306,0.07482,0.36695,59.80902,0.00551
811,0.61788,0.61788,11603.7286,0.27411,0.87943,4.98184,2.92314,0.68286,0.54224,0.3807,0.30081,0.70415,0.3201,0.06901,0.36292,61.7728,0.00504
812,0.64091,0.64091,11291.56079,0.2642,0.88693,4.98053,2.8759,0.71499,0.57264,0.36765,0.31323,0.68485,0.31751,0.04145,0.39842,59.16437,0.00578
813,0.63477,0.63477,10809.2354,0.31399,0.89789,4.99975,2.8694,0.68894,0.56301,0.34907,0.3015,0.68555,0.30935,0.05502,0.37561,59.03132,0.00685
814,0.62701,0.62701,11439.96682,0.33074,0.89357,4.93129,2.61831,0.73917,0.51517,0.35216,0.31997,0.76037,0.29593,0.06187,0.37608,59.01909,0.00501
815,0.61057,0.61057,11685.76874,0.31769,0.88217,4.94636,2.97969,0.69508,0.54069,0.33889,0.3007,0.65659,0.33377,0.05608,0.37838,59.29825,0.00626
816,0.56806,0.56806,11414.04488,0.36394,0.89685,4.99648,2.74071,0.71927,0.52602,0.35871,0.30096,0.65792,0.2994,0.02257,0.39772,57.07238,0.00629
817,0.6104,0.6104,11823.25603,0.282,0.88002,4.99997,2.5638,0.70959,0.54743,0.33397,0.3203,0.69314,0.32649,0.03839,0.38583,58.93114,0.00547
818,0.6013,0.6013,11330.35854,0.32141,0.89259,4.99215,2.90551,0.71167,0.56835,0.37434,0.31087,0.71149,0.30841,0.03956,0.36822,59.09452,0.00501
819,0.62941,0.62941,10344.86373,0.29275,0.89982,4.99895,2.83412,0.69667,0.52554,0.35052,0.30457,0.68772,0.33992,0.05317,0.37767,59.4484,0.00669
820,0.61339,0.61339,11269.72375,0.32958,0.89376,4.94287,2.95708,0.74467,0.52996,0.38411,0.30303,0.70642,0.33455,0.03851,0.3601,58.17468,0.00615
821,0.59361,0.59361,10879.98343,0.29516,0.89788,4.99935,2.78585,0.7075,0.58823,0.37648,0.31748,0.67075,0.32665,0.07317,0.3874,60.57678,0.00735
822,0.61102,0.61102,8763.39778,0.25428,0.88139,4.99042,2.99989,0.69781,0.57992,0.36885,0.30984,0.69134,0.28849,0.04084,0.40161,56.32616,0.00637
823,0.64053,0.64053,10976.55758,0.29097,0.87961,4.98341,2.67491,0.72506,0.56786,0.35685,0.30011,0.69875,0.31252,0.0523,0.38528,58.19017,0.00542
824,0.63539,0.63539,11572.81503,0.25702,0.89624,4.97789,2.8698,0.71475,0.62985,0.39425,0.30235,0.74757,0.31745,0.04919,0.37587,59.43886,0.00592
825,0.61935,0.61935,11855.51292,0.26996,0.89515,4.9408,2.78054,0.68596,0.56323,0.3719,0.30307,0.71049,0.34141,0.06193,0.3759,59.62615,0.00519
826,0.61645,0.61645,11136.91846,0.27828,0.8783,4.99892,2.79352,0.72771,0.5644,0.37852,0.30551,0.72562,0.31871,0.04325,0.36546,59.134,0.00508
827,0.61694,0.61694,10829.52144,0.26514,0.87687,4.99983,2.64856,0.70493,0.56383,0.34658,0.30031,0.73376,0.30879,0.04427,0.40291,57.05612,0.00512
828,0.63279,0.63279,11227.23001,0.2872,0.89786,4.99731,2.86093,0.7097,0.59243,0.37439,0.30104,0.72339,0.31348,0.0376,0.38877,57.95088,0.00507
829,0.61439,0.61439,11212.72107,0.28333,0.88778,4.99996,2.87396,0.67831,0.57739,0.37072,0.30041,0.71281,0.32678,0.02163,0.35393,60.68231,0.00604
830,0.61812,0.61812,11003.0505,0.27229,0.89934,4.99928,2.89461,0.71784,0.62767,0.38365,0.30123,0.71471,0.33153,0.06438,0.37762,61.92039,0.00537
831,0.63349,0.63349,10788.05703,0.27384,0.88639,4.99368,2.60659,0.73228,0.58662,0.33962,0.30367,0.76594,0.2976,0.04168,0.40619,57.06464,0.00516
